EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,advs/mean_Mean,advs/mean_Std,advs/mean_Max,advs/mean_Min,advs/std_Mean,advs/std_Std,advs/std_Max,advs/std_Min,advs/max_Mean,advs/max_Std,advs/max_Max,advs/max_Min,advs/min_Mean,advs/min_Std,advs/min_Max,advs/min_Min,Training/vf_loss_Mean,Training/vf_loss_Std,Training/vf_loss_Max,Training/vf_loss_Min,grad_norm/vf_Mean,grad_norm/vf_Std,grad_norm/vf_Max,grad_norm/vf_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,logprob/mean_Mean,logprob/mean_Std,logprob/mean_Max,logprob/mean_Min,logprob/std_Mean,logprob/std_Std,logprob/std_Max,logprob/std_Min,logprob/max_Mean,logprob/max_Std,logprob/max_Max,logprob/max_Min,logprob/min_Mean,logprob/min_Std,logprob/min_Max,logprob/min_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,ratio/max_Mean,ratio/max_Std,ratio/max_Max,ratio/max_Min,ratio/min_Mean,ratio/min_Std,ratio/min_Max,ratio/min_Min,grad_norm/pf_Mean,grad_norm/pf_Std,grad_norm/pf_Max,grad_norm/pf_Min
379,25.773921489715576,778240,-5433.55972,2244.30874,nan,2.62827,3.62813,19.51734,4244.25000,-1.49381,0.51249,0.02685,-2.94478,5.60619,0.70539,7.34644,3.40285,8.91917,2.47971,12.99341,3.34315,-21.50119,4.29420,-11.00829,-29.10890,17.42184,7.35192,51.68702,6.47255,176.51477,57.47035,381.93820,74.08060,-0.02852,0.02501,0.03956,-0.08697,6.04039,0.33555,7.13267,5.16370,2.82891,0.25785,3.58678,2.17465,11.40188,0.72283,12.77402,9.01491,-1.81897,1.59261,1.68451,-5.99250,-1.58566,0.00019,-1.58538,-1.58603,0.10400,0.00007,0.10418,0.10389,-1.36539,0.00030,-1.36449,-1.36584,-1.78091,0.00067,-1.78008,-1.78192,1.62045,0.25257,2.55918,1.00000,0.60609,0.09263,1.00000,0.38866,8.84337,1.87784,14.79149,4.15073
380,33.56054949760437,780288,-5481.25108,2441.70342,nan,2.50869,3.55914,27.49240,4539.50000,1.29680,0.94846,3.59112,-2.15744,6.30462,3.16400,16.25090,1.52552,20.68416,12.67243,46.90741,3.89103,-29.78737,28.20967,-1.47650,-75.24272,18.08308,24.65705,212.46140,2.01623,260.32847,228.77660,1410.72095,25.22419,-0.02075,0.01897,0.04287,-0.06531,5.91434,0.37571,6.86369,4.56507,2.90953,0.29506,3.88435,2.22296,11.31336,0.81855,13.88532,9.53853,-2.47494,2.10924,2.32615,-6.98326,-1.58603,0.00007,-1.58590,-1.58614,0.10387,0.00017,0.10419,0.10360,-1.36620,0.00094,-1.36464,-1.36778,-1.78086,0.00079,-1.77960,-1.78205,1.64914,0.30757,3.41208,1.00000,0.56741,0.13468,1.00000,0.17211,7.11014,3.65740,16.82714,1.54125
381,31.848071813583374,782336,-5274.54699,2633.22821,nan,2.57377,3.74431,25.52981,4728.25000,0.07965,0.37217,0.87169,-0.99367,2.70805,0.38739,3.99701,1.77501,6.24648,1.43153,8.83122,3.00991,-8.12982,2.30739,-3.88476,-13.29036,5.24526,1.96630,12.64786,2.06284,77.86420,23.84691,179.42357,35.21952,-0.01864,0.02405,0.05489,-0.06669,5.99754,0.36204,7.05201,4.85319,2.83730,0.29425,3.80096,2.11014,11.27199,0.77832,12.82840,9.61676,-2.40887,2.39956,2.34988,-9.82332,-1.58649,0.00028,-1.58608,-1.58697,0.10362,0.00008,0.10376,0.10349,-1.36716,0.00021,-1.36686,-1.36776,-1.77846,0.00056,-1.77758,-1.77976,1.52349,0.16214,2.09458,1.00000,0.62609,0.08762,1.00000,0.38065,9.74783,1.61398,15.11593,5.45428
382,27.522932529449463,784384,-5789.66148,1837.91333,nan,2.68440,3.83033,21.00805,5000.00000,-3.44081,0.56864,-1.74097,-4.93255,6.37273,0.51707,7.88195,4.53802,6.66640,1.53776,9.21621,2.68072,-21.81489,2.84084,-14.17191,-26.96192,15.70758,8.28087,68.98777,5.50199,277.14453,170.72344,1215.93018,73.91283,-0.02094,0.02459,0.05089,-0.07605,5.94507,0.37734,6.80743,4.74871,2.91039,0.29045,3.87345,2.11990,11.46208,0.83358,12.81701,9.16820,-2.50631,2.05420,1.98797,-7.08128,-1.58640,0.00036,-1.58578,-1.58698,0.10434,0.00043,0.10511,0.10355,-1.36767,0.00060,-1.36675,-1.36850,-1.77936,0.00104,-1.77750,-1.78108,1.49746,0.16359,2.38239,1.00000,0.61766,0.10040,1.00000,0.30477,10.09430,1.50797,15.12585,5.79173
383,34.37543177604675,786432,-6507.11060,1990.17575,nan,2.55448,3.79530,28.02543,5000.00000,-1.27250,0.45633,0.11549,-2.67786,5.06963,0.70990,7.48755,3.11624,9.06374,3.05485,16.88070,3.77473,-18.84808,4.23908,-9.21594,-25.97919,14.53970,4.71139,35.80873,5.92251,264.33909,94.84884,722.02582,108.33881,-0.02622,0.02571,0.06812,-0.08538,6.00059,0.31320,6.73843,5.14765,2.84881,0.31229,3.67064,1.96355,11.30179,0.63560,12.60899,9.56561,-2.29468,1.82387,2.14915,-7.20037,-1.58525,0.00027,-1.58488,-1.58578,0.10586,0.00040,0.10641,0.10512,-1.36536,0.00171,-1.36291,-1.36850,-1.78288,0.00093,-1.78110,-1.78428,1.54416,0.18321,2.25882,1.00000,0.60759,0.08847,1.00000,0.41573,9.42640,1.71664,14.53604,5.41974
384,33.704503297805786,788480,-7419.77328,2498.05655,nan,2.71127,4.01062,26.98245,4588.00000,0.59516,0.23128,1.16570,-0.00677,2.37535,0.79893,5.93397,1.29850,8.26913,5.01649,20.51188,2.88702,-7.33762,3.62368,-2.13219,-16.19864,3.15216,2.37669,19.75900,0.99489,63.92533,31.19590,200.23734,16.15730,-0.02374,0.02454,0.05177,-0.07600,5.69764,0.39405,6.81447,4.38746,2.98235,0.28967,3.81259,2.14986,11.22711,0.72839,13.37370,9.34378,-2.52331,1.70553,1.71142,-8.94194,-1.58538,0.00027,-1.58488,-1.58583,0.10587,0.00031,0.10645,0.10537,-1.36647,0.00192,-1.36291,-1.36943,-1.78530,0.00062,-1.78417,-1.78640,1.52228,0.20202,2.25719,1.00000,0.62737,0.08838,1.00000,0.42956,8.92416,2.17450,15.62333,3.32811
385,26.263081550598145,790528,-6762.78180,2721.50810,nan,2.64347,3.81835,19.80104,4017.25000,0.10725,0.32903,0.95276,-0.95747,2.50409,0.65037,4.77279,1.39090,4.13575,0.84793,6.18986,2.32085,-11.66537,5.57588,-2.44367,-24.40732,3.34900,1.70087,11.73338,1.38835,91.12618,46.03020,304.57443,23.31520,-0.02070,0.02114,0.07694,-0.06817,5.94011,0.34949,6.92370,4.99641,2.82573,0.28740,3.60393,2.11842,11.17880,0.72024,12.94280,9.36500,-2.48404,2.26965,2.81903,-8.43464,-1.58607,0.00015,-1.58584,-1.58643,0.10525,0.00005,0.10536,0.10518,-1.36899,0.00042,-1.36842,-1.36976,-1.78755,0.00080,-1.78632,-1.78893,1.55011,0.17186,2.26863,1.00000,0.61099,0.08919,1.00000,0.38633,8.63855,2.41350,20.28386,3.09628
386,26.330047607421875,792576,-5828.90300,2658.18461,nan,2.68954,3.83393,19.80642,3942.75000,0.56011,0.52446,2.12164,-0.89810,3.65228,0.56657,5.56712,2.14557,11.86852,3.11657,16.96886,3.45421,-12.31644,4.05371,-3.99993,-20.01839,8.84492,3.50201,29.35952,3.11125,147.15796,57.54923,401.85114,49.61524,-0.01977,0.02195,0.06047,-0.06506,6.05599,0.33501,7.09150,5.08250,2.88112,0.29042,3.74906,1.95935,11.29958,0.54893,12.18272,9.73225,-2.14871,1.97121,1.77900,-10.06443,-1.58642,0.00003,-1.58637,-1.58648,0.10512,0.00014,0.10529,0.10487,-1.37029,0.00099,-1.36871,-1.37192,-1.79045,0.00081,-1.78882,-1.79184,1.56825,0.22654,2.51668,1.00000,0.63508,0.08297,1.00000,0.37364,9.40736,2.06523,18.34876,4.93545
387,27.142677307128906,794624,-5240.88086,2485.65041,nan,2.83575,3.98495,20.32183,5000.00000,-0.65701,0.27896,0.34975,-1.27481,3.45576,0.42895,5.12651,2.36182,7.92336,2.41070,12.71560,3.57171,-10.31281,1.98077,-6.47658,-17.61308,5.67525,2.30588,25.19036,2.44694,101.87079,37.63879,336.22546,38.38296,-0.02267,0.02445,0.04700,-0.08515,5.98096,0.35481,6.92790,5.00359,2.81418,0.28296,3.91602,1.93098,11.33044,0.69848,13.31805,9.86992,-2.29732,2.23031,1.99674,-10.92982,-1.58610,0.00017,-1.58586,-1.58639,0.10470,0.00009,0.10489,0.10456,-1.37098,0.00064,-1.37005,-1.37198,-1.79269,0.00037,-1.79187,-1.79347,1.51810,0.17763,2.02034,1.00000,0.61923,0.08803,1.00000,0.38687,9.90079,1.55853,15.60555,5.43221
388,33.03002595901489,796672,-4818.13860,2551.28765,nan,2.63401,3.91937,26.47642,4250.00000,0.54623,0.49338,2.01991,-1.35338,3.66302,2.08984,10.86824,1.38963,16.12154,9.73028,34.02403,3.61248,-11.10066,11.65065,-2.05448,-38.02079,8.78681,11.64444,71.31160,1.44132,135.40417,139.68444,730.93652,20.07207,-0.02297,0.02288,0.04017,-0.06705,5.96528,0.32783,6.85640,4.84968,2.92573,0.27758,3.78608,2.02097,11.46953,0.77658,14.28730,9.90861,-2.22545,1.95868,2.21305,-7.14064,-1.58600,0.00006,-1.58589,-1.58611,0.10483,0.00009,0.10494,0.10456,-1.37175,0.00106,-1.37007,-1.37334,-1.79396,0.00029,-1.79348,-1.79444,1.52732,0.19752,2.60988,1.00000,0.62187,0.09504,1.00000,0.35741,8.49570,2.88905,16.37367,1.81830
389,27.135851621627808,798720,-4780.35051,2700.58864,nan,2.65302,3.93838,20.54428,5000.00000,-0.03443,0.24674,0.63981,-0.71928,1.88178,0.21988,2.73933,1.29995,4.33456,0.94688,6.46028,2.10473,-5.45937,1.55570,-2.80823,-9.95081,2.46371,0.66909,6.09823,1.11656,47.59575,17.43138,122.26754,17.37704,-0.01818,0.02219,0.04629,-0.06515,5.95004,0.36741,6.98819,4.68843,2.90856,0.30196,3.85924,2.18848,11.58124,0.68070,12.83526,9.46393,-2.51124,2.11910,2.42694,-8.15173,-1.58636,0.00024,-1.58592,-1.58680,0.10452,0.00020,0.10482,0.10410,-1.37499,0.00090,-1.37335,-1.37698,-1.79350,0.00033,-1.79260,-1.79404,1.50316,0.15669,2.01971,1.00000,0.63641,0.08873,1.00000,0.34817,10.27007,1.44344,14.40159,5.48535
390,26.732855558395386,800768,-2950.14140,2470.28889,nan,2.94246,3.93827,19.85197,4582.25000,-0.28464,0.37032,0.71450,-1.46921,3.25129,0.34432,4.17695,2.36373,7.35113,2.46781,12.99874,3.30397,-9.57397,2.11569,-5.57327,-14.54997,8.08520,2.21718,16.07516,2.92819,133.33734,44.92152,294.97464,53.11095,-0.02092,0.02406,0.03514,-0.07318,6.05983,0.37787,7.04855,5.03010,3.00669,0.32238,4.03390,2.24093,11.60430,0.77555,13.38194,9.37692,-2.97589,1.98027,1.98892,-7.50793,-1.58611,0.00038,-1.58554,-1.58680,0.10466,0.00031,0.10510,0.10409,-1.37483,0.00131,-1.37317,-1.37701,-1.79404,0.00096,-1.79254,-1.79552,1.53852,0.23391,2.87085,1.00000,0.63342,0.08016,1.00000,0.43053,9.98468,1.58684,16.00803,5.92589
391,30.392783641815186,802816,-3031.21165,2346.05814,nan,3.01446,3.95629,23.42181,4528.50000,-1.41933,0.44463,-0.18405,-2.70651,4.13744,0.41293,5.33673,2.97032,8.39824,2.44943,14.17477,3.27356,-14.38817,2.65595,-8.32204,-20.60668,10.63998,3.14542,22.75821,5.47635,155.59180,55.69062,368.10782,64.22891,-0.01844,0.02321,0.04356,-0.06708,6.08835,0.34480,6.99223,5.06391,2.91266,0.33094,4.04603,1.99481,11.65075,0.73045,13.62139,9.71827,-2.48609,2.17296,2.49921,-10.55209,-1.58491,0.00037,-1.58444,-1.58554,0.10509,0.00003,0.10515,0.10504,-1.37089,0.00103,-1.36939,-1.37314,-1.79392,0.00095,-1.79246,-1.79556,1.51170,0.19107,2.25651,1.00000,0.64950,0.08178,1.00000,0.42758,10.06391,1.58347,13.92752,5.62042
392,27.28682565689087,804864,-2429.67181,2529.19387,nan,2.65654,3.91471,20.71540,5000.00000,0.78634,0.71549,2.09285,-1.81317,3.79636,1.77499,8.35031,1.24670,9.51654,4.35779,24.87647,3.42553,-16.71952,12.23296,-1.27031,-37.05810,6.98544,8.45518,53.66211,1.11393,117.42076,116.53918,746.20679,15.71554,-0.02184,0.02258,0.05338,-0.06393,6.02445,0.34006,7.28215,5.04143,2.86841,0.27296,3.65735,2.21562,11.54558,0.79806,13.69445,9.08620,-2.16483,1.95675,1.99262,-6.38779,-1.58475,0.00020,-1.58442,-1.58508,0.10546,0.00022,0.10576,0.10508,-1.36819,0.00090,-1.36650,-1.36943,-1.79363,0.00073,-1.79238,-1.79469,1.51314,0.19156,2.21477,1.00000,0.63420,0.09593,1.00000,0.38263,8.07766,2.91744,14.63735,2.44736
393,34.78991937637329,806912,-3717.04389,2715.34701,nan,2.54156,3.97371,28.27439,4499.00000,0.40317,0.36454,1.33520,-0.62476,2.36320,0.43446,4.04484,1.35094,6.52548,2.62727,13.18465,2.56225,-8.51622,3.94009,-2.53378,-18.60427,3.96748,1.53520,12.17295,1.30226,84.87116,34.09440,273.92307,29.31044,-0.01742,0.02156,0.04273,-0.06845,5.96318,0.37467,7.00963,4.67115,2.90695,0.30070,3.68090,1.91443,11.32344,0.73653,12.85356,9.08317,-2.60526,1.94837,1.84498,-7.59660,-1.58557,0.00026,-1.58509,-1.58601,0.10589,0.00013,0.10609,0.10574,-1.36642,0.00009,-1.36621,-1.36666,-1.79564,0.00074,-1.79454,-1.79669,1.50031,0.16066,2.09320,1.00000,0.63406,0.08263,1.00000,0.39804,9.72983,2.04343,16.76471,4.97043
394,41.859328508377075,808960,-5393.88697,2334.56683,nan,2.51865,4.05878,35.28167,5000.00000,-1.55539,0.56253,0.03820,-2.91832,5.58017,0.84941,8.13394,2.98287,7.23739,2.10072,12.77994,3.26727,-22.60729,4.56251,-9.54916,-29.72900,12.17681,6.78975,46.12099,4.59375,215.09992,118.60607,786.16791,70.11399,-0.02316,0.02370,0.07051,-0.07178,6.01279,0.33955,6.93890,4.85237,2.88890,0.27359,3.87902,2.17288,11.29582,0.62466,12.71333,9.73386,-2.58621,2.05774,1.74277,-7.16620,-1.58577,0.00014,-1.58560,-1.58602,0.10603,0.00005,0.10612,0.10594,-1.36687,0.00045,-1.36631,-1.36781,-1.79725,0.00036,-1.79665,-1.79792,1.50891,0.15867,2.08242,1.00000,0.61817,0.09435,1.00000,0.30037,9.06596,1.90527,14.64298,4.62562
395,26.516404151916504,811008,-5217.79870,2121.23268,nan,2.56525,3.84472,20.10620,4621.00000,-0.76546,0.69933,1.56141,-2.60664,5.33295,0.82199,8.64111,3.46889,17.75848,6.94961,29.91617,5.25412,-15.98420,4.08489,-5.30613,-25.13908,15.12773,6.26322,51.47495,7.10185,290.40330,110.27845,899.06073,97.47657,-0.01739,0.02370,0.06274,-0.07337,6.04491,0.38067,7.16521,4.89093,2.89429,0.26156,3.76034,2.07938,11.46177,0.75265,13.08771,9.57215,-1.80201,1.73026,2.22079,-7.99391,-1.58541,0.00013,-1.58519,-1.58564,0.10607,0.00005,0.10615,0.10596,-1.36695,0.00039,-1.36646,-1.36781,-1.79740,0.00046,-1.79657,-1.79809,1.44976,0.13022,1.81625,1.00000,0.65100,0.08645,1.00000,0.43086,10.07713,1.89252,15.68864,5.72266
396,29.164520025253296,813056,-4879.38038,2244.15101,nan,2.69439,3.82815,22.64178,3415.50000,0.06624,0.76451,1.71365,-3.24639,4.98476,1.70499,10.67097,2.04001,11.00976,3.16071,17.18668,4.82159,-21.64151,10.18165,-3.73595,-49.22666,12.34538,12.50600,105.51656,2.56324,180.07626,105.26092,672.02185,51.44930,-0.02437,0.02411,0.05992,-0.07931,6.04441,0.34215,6.95245,5.08105,2.89660,0.26081,3.60296,2.26447,11.56894,0.70954,13.27083,9.65486,-1.81908,1.65177,2.09269,-5.54156,-1.58513,0.00005,-1.58505,-1.58524,0.10562,0.00024,0.10610,0.10529,-1.36584,0.00052,-1.36499,-1.36660,-1.79705,0.00038,-1.79633,-1.79778,1.48418,0.20802,2.38339,1.00000,0.61412,0.11982,1.00000,0.26226,8.74367,2.46364,17.28974,3.26104
397,25.972283363342285,815104,-5136.43348,2729.59881,nan,2.44065,3.68714,19.84432,4922.00000,0.90717,0.27776,1.79825,-0.18046,2.15812,0.21535,2.75632,1.69940,6.02657,0.86404,8.37766,3.98754,-4.93878,1.33349,-2.04214,-7.75512,3.04203,0.82379,7.74556,1.48435,64.69372,30.44227,247.50108,19.05873,-0.01471,0.02282,0.05980,-0.06375,5.98459,0.34221,6.97086,4.99600,2.94274,0.31750,3.93813,2.20468,11.41192,0.66659,13.20038,9.76590,-2.87270,2.60144,1.45296,-9.65230,-1.58546,0.00013,-1.58521,-1.58566,0.10552,0.00011,0.10565,0.10529,-1.36494,0.00014,-1.36471,-1.36538,-1.79916,0.00084,-1.79750,-1.80048,1.48343,0.16878,2.21955,1.00000,0.66639,0.07528,1.00000,0.48993,10.49383,1.40542,14.72526,6.51664
398,34.13918948173523,817152,-6751.54101,2555.73278,nan,2.70854,3.98533,27.44508,4701.00000,-0.76091,0.36793,0.03606,-2.13616,3.31227,0.48303,5.05957,1.99023,7.04127,1.61356,10.76631,3.09038,-11.89836,3.50984,-4.46187,-18.94435,8.13192,2.38129,20.66978,3.51367,133.43823,51.88274,385.91876,48.23453,-0.01604,0.02177,0.04356,-0.06432,6.06114,0.35061,6.99570,5.11193,2.84138,0.31174,4.06137,2.11709,11.22979,0.59044,12.51348,9.70892,-2.32538,2.34634,3.01651,-9.96798,-1.58595,0.00012,-1.58567,-1.58610,0.10557,0.00005,0.10566,0.10550,-1.36740,0.00136,-1.36505,-1.36950,-1.80147,0.00059,-1.80049,-1.80254,1.48428,0.16210,2.13752,1.00000,0.64384,0.08845,1.00000,0.36766,10.17100,1.54073,14.57111,6.46324
399,27.399680137634277,819200,-7730.71483,2327.16276,nan,2.72928,3.75692,20.91329,5000.00000,-1.13718,0.41905,0.08425,-2.26369,3.43812,0.37763,4.52509,2.50319,7.87175,2.52294,15.10760,2.70046,-10.56402,2.04122,-5.97384,-15.39910,7.56104,2.23037,17.05140,3.63863,139.13837,52.30942,353.84259,51.54621,-0.02023,0.02243,0.03898,-0.06972,6.08810,0.31707,6.97376,5.09953,2.75463,0.25509,3.45255,2.12884,11.54017,0.79903,13.63231,9.59551,-1.26587,1.62648,1.83055,-5.36854,-1.58640,0.00017,-1.58609,-1.58669,0.10551,0.00003,0.10556,0.10545,-1.37065,0.00077,-1.36951,-1.37191,-1.80390,0.00082,-1.80256,-1.80558,1.47149,0.15510,2.12924,1.00000,0.64872,0.08238,1.00000,0.45275,10.36115,1.45751,15.75739,7.06966
400,25.834574699401855,821248,-7399.78965,2548.07377,nan,2.49688,3.65650,19.68103,4862.00000,0.74507,0.27885,1.68078,-0.09795,2.37510,0.71804,5.47507,1.43565,8.51415,4.69631,22.83233,3.13003,-6.22162,3.39827,-2.17843,-22.23753,3.67034,2.71668,20.51899,1.58506,60.45315,34.97682,294.34070,19.05541,-0.02259,0.02435,0.04883,-0.08486,6.07343,0.39593,7.11168,4.72914,2.84175,0.29462,3.60236,1.94229,11.48851,0.72099,13.51666,9.11730,-1.90152,1.69192,2.35297,-5.45509,-1.58677,0.00005,-1.58667,-1.58687,0.10548,0.00005,0.10560,0.10540,-1.37195,0.00012,-1.37172,-1.37225,-1.80482,0.00047,-1.80429,-1.80586,1.46303,0.18103,2.21504,1.00000,0.66826,0.08732,1.00000,0.39990,9.59692,1.99159,13.52588,3.64561
401,26.302019357681274,823296,-6215.39377,2726.79970,nan,3.01643,3.66772,19.51206,5000.00000,0.04550,0.25657,0.84275,-0.83286,1.86029,0.25007,2.72454,1.24386,4.89664,2.13719,10.13485,2.05624,-4.95969,1.04811,-2.01752,-7.35900,2.58506,0.71801,5.44487,1.14908,52.70263,22.18704,148.11971,18.64087,-0.01362,0.02201,0.06114,-0.06104,6.04664,0.34234,7.18676,5.14733,2.86975,0.24897,3.74701,2.03435,11.49986,0.64324,12.78148,9.72873,-1.86914,1.53881,1.65506,-5.78831,-1.58675,0.00008,-1.58657,-1.58688,0.10509,0.00016,0.10546,0.10485,-1.37280,0.00042,-1.37194,-1.37344,-1.80278,0.00078,-1.80159,-1.80455,1.51038,0.16067,2.03298,1.00000,0.66935,0.08277,1.00000,0.38883,10.40379,1.49471,14.62000,6.12573
402,38.313578367233276,825344,-5247.06145,2240.28219,nan,2.51703,3.54965,32.24674,5000.00000,-2.42419,0.53020,-0.86701,-4.20146,4.32010,0.52162,5.83802,3.00417,6.41508,1.69864,9.48647,2.43655,-17.57480,4.04798,-8.30060,-24.27357,13.12478,3.92090,28.09512,6.41373,195.40825,76.32418,585.49329,63.77217,-0.01996,0.02279,0.04241,-0.07334,6.14375,0.34162,7.10456,5.07639,2.77460,0.26486,3.50223,2.05906,11.51904,0.65819,12.79717,9.62473,-1.66261,1.94374,2.22772,-6.09657,-1.58617,0.00022,-1.58583,-1.58658,0.10494,0.00008,0.10509,0.10479,-1.37407,0.00038,-1.37344,-1.37482,-1.80084,0.00030,-1.80051,-1.80159,1.49596,0.19965,2.68414,1.00000,0.66387,0.08462,1.00000,0.41609,10.15199,1.54991,14.70907,6.38167
403,25.319902658462524,827392,-5451.93080,1679.83286,nan,2.52987,3.58348,19.20639,5000.00000,-4.27657,0.86205,-1.77023,-6.98417,9.04498,2.12416,14.61345,4.89275,7.50781,3.07423,15.15561,1.93673,-47.44305,14.80744,-14.06808,-68.77869,45.41043,30.11727,189.08377,10.44773,460.69754,209.44406,1400.90649,157.71083,-0.02825,0.02195,0.04398,-0.07058,6.21428,0.36941,7.22693,4.96235,2.93585,0.29178,3.97393,2.28203,11.95237,0.99863,14.85541,9.79772,-1.95925,2.02923,2.31056,-6.03207,-1.58533,0.00028,-1.58494,-1.58584,0.10564,0.00030,0.10616,0.10509,-1.37376,0.00047,-1.37300,-1.37449,-1.80167,0.00051,-1.80066,-1.80266,1.50930,0.24161,2.80230,1.00000,0.59272,0.12365,1.00000,0.21597,8.25226,2.45517,16.24071,4.23765
404,26.02424955368042,829440,-6062.40690,2526.17197,nan,2.47352,3.66145,19.88906,4580.75000,1.27920,0.51649,2.81544,0.11815,3.51540,0.91978,6.03457,1.90385,14.68625,6.49274,25.03152,3.59233,-7.46680,2.48341,-2.86249,-16.19398,6.42651,3.80066,22.63688,1.89130,116.54950,82.22110,655.20502,29.54845,-0.02501,0.02381,0.04821,-0.07542,6.08493,0.36377,7.13151,5.04497,2.90977,0.30549,3.79388,2.15548,11.53377,0.61191,12.49216,9.71126,-2.23011,1.90860,2.06700,-6.04276,-1.58478,0.00012,-1.58454,-1.58494,0.10617,0.00007,0.10636,0.10608,-1.37337,0.00015,-1.37300,-1.37362,-1.80224,0.00015,-1.80200,-1.80265,1.50437,0.16811,2.01748,1.00000,0.65156,0.08299,1.00000,0.42243,9.19807,2.21154,16.18308,4.49056
405,32.665199279785156,831488,-6657.72448,2581.14928,nan,2.46969,3.64278,26.55256,5000.00000,0.21581,0.45172,1.53904,-1.12920,3.18479,0.39881,4.29796,1.87078,8.13351,2.95437,16.91748,3.56440,-9.97564,2.35079,-3.72484,-16.37804,7.06809,2.25101,17.23200,2.39642,117.77405,39.36782,300.58759,49.27136,-0.02211,0.02217,0.04080,-0.06774,5.85502,0.34429,6.96791,4.83359,2.82548,0.26015,3.73417,2.18176,11.27365,0.78060,13.17091,9.14961,-2.22707,1.63458,1.53397,-5.79088,-1.58386,0.00043,-1.58312,-1.58459,0.10613,0.00017,0.10639,0.10586,-1.37367,0.00041,-1.37308,-1.37438,-1.80111,0.00053,-1.80040,-1.80231,1.51775,0.18988,2.42763,1.00000,0.63716,0.08532,1.00000,0.40725,9.85657,1.54294,13.86846,6.06479
406,33.911879539489746,833536,-4332.43722,2616.03177,nan,2.86175,3.72738,27.32250,3795.25000,0.85698,0.39017,2.12375,-0.25541,3.23702,0.40151,4.37226,2.25398,8.61456,2.00287,12.80823,4.36618,-9.74308,2.62440,-3.60057,-15.08367,7.30954,2.00108,15.48511,3.76278,124.27820,39.47763,324.75705,59.00680,-0.01892,0.02192,0.04594,-0.06493,5.96357,0.36729,7.09388,5.05630,2.88090,0.29978,3.64236,2.16759,11.41924,0.69198,12.77903,9.70942,-2.33198,2.26667,1.94921,-8.17500,-1.58332,0.00016,-1.58305,-1.58359,0.10559,0.00019,0.10586,0.10523,-1.37608,0.00107,-1.37418,-1.37788,-1.80152,0.00062,-1.80048,-1.80251,1.48320,0.14036,1.97464,1.00000,0.64587,0.07909,1.00000,0.44540,10.29371,1.55417,14.80000,6.71773
407,39.939053535461426,835584,-5103.93060,2382.97495,nan,2.61560,3.81305,33.51024,4260.25000,-0.39756,0.37745,0.56357,-1.34026,4.50274,0.52339,6.03202,3.06467,8.65891,2.27205,13.44590,4.24303,-15.08406,2.68123,-7.92479,-20.79773,10.38758,3.41459,28.25515,4.99346,177.65939,65.22775,513.77209,74.72556,-0.01865,0.02363,0.05700,-0.07081,6.04905,0.33730,6.92837,5.08355,2.85224,0.27643,3.81889,2.19789,11.64260,0.69332,13.32859,9.42932,-1.84101,1.83323,2.10120,-6.29356,-1.58345,0.00009,-1.58332,-1.58362,0.10510,0.00006,0.10523,0.10501,-1.37883,0.00037,-1.37790,-1.37940,-1.80084,0.00109,-1.79908,-1.80256,1.46706,0.15741,1.98143,1.00000,0.65838,0.08103,1.00000,0.46738,10.10896,1.54189,14.69475,5.71118
408,25.72117257118225,837632,-5168.92597,2438.39578,nan,2.46458,3.76966,19.48671,4463.00000,0.79750,0.46829,2.26120,-0.91373,3.05975,0.95612,5.84585,1.46338,10.56001,4.63812,19.84674,3.89916,-9.30715,5.98640,-1.73500,-29.18942,5.63357,4.36312,32.96852,1.62950,105.49525,57.17037,350.91476,30.35489,-0.02307,0.02210,0.03673,-0.07129,5.97758,0.33854,6.88276,5.05418,2.86639,0.28772,3.69011,2.15012,11.47558,0.71277,12.87861,9.49674,-2.08036,1.80481,1.91466,-7.46418,-1.58282,0.00030,-1.58235,-1.58333,0.10515,0.00004,0.10524,0.10507,-1.37871,0.00044,-1.37806,-1.37941,-1.79751,0.00081,-1.79631,-1.79906,1.44515,0.16360,2.08048,1.00000,0.65652,0.08420,1.00000,0.41570,9.20541,2.03497,14.28140,4.01427
