EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,advs/mean_Mean,advs/mean_Std,advs/mean_Max,advs/mean_Min,advs/std_Mean,advs/std_Std,advs/std_Max,advs/std_Min,advs/max_Mean,advs/max_Std,advs/max_Max,advs/max_Min,advs/min_Mean,advs/min_Std,advs/min_Max,advs/min_Min,Training/vf_loss_Mean,Training/vf_loss_Std,Training/vf_loss_Max,Training/vf_loss_Min,grad_norm/vf_Mean,grad_norm/vf_Std,grad_norm/vf_Max,grad_norm/vf_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,logprob/mean_Mean,logprob/mean_Std,logprob/mean_Max,logprob/mean_Min,logprob/std_Mean,logprob/std_Std,logprob/std_Max,logprob/std_Min,logprob/max_Mean,logprob/max_Std,logprob/max_Max,logprob/max_Min,logprob/min_Mean,logprob/min_Std,logprob/min_Max,logprob/min_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,ratio/max_Mean,ratio/max_Std,ratio/max_Max,ratio/max_Min,ratio/min_Mean,ratio/min_Std,ratio/min_Max,ratio/min_Min,grad_norm/pf_Mean,grad_norm/pf_Std,grad_norm/pf_Max,grad_norm/pf_Min
149,26.03171396255493,307200,-2131.71227,1380.41562,nan,2.88349,3.68593,19.46205,4633.00000,0.30887,0.36280,1.42183,-0.59551,3.97797,0.32275,4.97012,2.90104,8.55024,1.25437,11.90994,5.04489,-10.42089,1.93693,-5.87690,-14.53534,4.73889,2.25033,18.44344,1.55506,186.73137,80.07270,699.74585,61.04474,0.00060,0.03316,0.14324,-0.06895,8.09045,0.35976,9.10576,7.13175,2.86018,0.29043,3.72609,1.94383,13.41186,0.56914,14.76873,11.60439,0.05360,1.62361,4.72892,-3.92956,-1.78451,0.00029,-1.78399,-1.78498,0.10480,0.00086,0.10621,0.10325,-1.58370,0.00173,-1.58072,-1.58684,-1.93916,0.00156,-1.93632,-1.94181,1.96045,0.34045,3.20722,1.00000,0.46296,0.10202,1.00000,0.21432,8.84630,1.66407,16.84317,4.95796
150,25.064241886138916,309248,-2017.56240,996.32921,nan,2.45403,3.65956,18.95048,4394.00000,-1.24829,0.43072,0.01836,-2.38559,5.33627,0.43683,6.42373,4.10912,8.75569,1.51017,11.66740,5.24324,-16.05101,2.57940,-10.72703,-20.83789,8.13783,4.13034,32.96938,3.21978,251.59004,105.28659,678.98456,69.91618,0.00121,0.03468,0.12947,-0.07030,8.01347,0.34358,8.92559,7.12777,2.88656,0.28946,4.02035,2.15452,13.18664,0.63242,14.89231,11.33255,-0.13371,2.03318,3.30339,-6.27211,-1.78492,0.00014,-1.78455,-1.78521,0.10734,0.00055,0.10810,0.10622,-1.57778,0.00161,-1.57581,-1.58070,-1.94001,0.00179,-1.93682,-1.94249,1.98993,0.46722,4.26309,1.00000,0.44383,0.11254,1.00000,0.10698,9.07300,1.71758,18.04480,5.46218
151,25.262721061706543,311296,-1739.81343,581.77900,nan,2.81779,3.62980,18.81498,4264.25000,-3.21099,0.51018,-1.70920,-4.90798,5.48379,0.35650,6.69577,3.67639,7.09153,1.28498,10.69086,4.45487,-15.93179,2.24805,-11.70813,-21.11470,9.69198,5.15361,37.99725,4.36773,282.25429,115.76691,763.52863,115.80403,0.00127,0.03287,0.16845,-0.06280,8.06657,0.35234,9.30431,6.80900,2.89474,0.28774,3.79216,2.11708,13.54974,0.84861,15.32045,11.72070,0.02857,1.70009,3.99624,-4.18172,-1.78455,0.00037,-1.78383,-1.78514,0.10828,0.00014,0.10865,0.10796,-1.57316,0.00269,-1.56912,-1.57694,-1.94374,0.00120,-1.94146,-1.94561,1.93226,0.32484,3.21007,1.00000,0.45154,0.10432,1.00000,0.19782,9.22130,1.53852,19.20075,5.19347
152,25.724371194839478,313344,-1334.10390,1468.35935,nan,2.59692,3.67061,19.45655,4660.00000,1.19356,0.58639,3.14535,-0.72198,5.44979,0.95016,9.34531,3.77514,11.67911,5.05097,29.79293,7.11443,-15.50111,6.71951,-7.73968,-48.86081,10.78462,10.85966,74.22034,3.66336,212.48091,96.06255,689.77936,79.74364,-0.00498,0.03263,0.09462,-0.07674,8.03778,0.33433,8.82950,6.65969,2.91792,0.31042,4.08311,2.06478,13.30434,0.53486,14.62530,11.60275,-0.31757,2.47313,3.34469,-9.46698,-1.78269,0.00057,-1.78198,-1.78383,0.10764,0.00025,0.10831,0.10733,-1.57023,0.00111,-1.56776,-1.57188,-1.94049,0.00157,-1.93885,-1.94532,1.96859,0.35996,3.13083,1.00000,0.42449,0.12032,1.00000,0.13299,8.17175,1.81410,13.80329,3.98196
153,25.86583161354065,315392,-119.35920,1475.46811,nan,2.66200,3.72582,19.47784,4397.25000,-0.01106,0.39550,1.14517,-1.47391,3.77929,0.29390,4.84617,3.00968,8.86627,1.98289,13.15711,5.19427,-8.92922,1.19895,-5.48058,-11.45329,6.82460,2.36236,17.96109,3.17918,215.55789,93.54038,656.62482,77.79313,-0.00045,0.03137,0.11039,-0.06619,8.06449,0.33898,9.10594,6.91783,2.88080,0.27395,3.70669,2.20816,13.25588,0.60408,14.62690,11.80465,0.06010,1.97008,3.59608,-7.29686,-1.78191,0.00009,-1.78168,-1.78208,0.10848,0.00051,0.10921,0.10760,-1.57159,0.00083,-1.56928,-1.57246,-1.93979,0.00061,-1.93867,-1.94117,1.97999,0.36715,3.61632,1.00000,0.47569,0.10565,1.00000,0.19981,8.99120,1.51768,13.84305,5.64825
154,25.446497917175293,317440,-280.29199,1252.99584,nan,2.45599,3.62273,19.36753,4217.25000,-1.54573,0.45911,0.09217,-3.27035,4.42090,0.37052,5.68406,3.44511,7.37022,1.43054,10.98518,3.96634,-12.77066,1.88290,-8.05231,-16.79742,7.87004,3.37014,33.26678,3.17055,272.47510,127.33160,958.99976,86.39590,-0.00143,0.03295,0.10875,-0.06486,8.05676,0.33918,8.93913,7.08648,2.88625,0.31842,3.78660,2.09591,13.29651,0.72189,15.01045,11.28989,-0.25882,2.19353,3.82421,-5.18912,-1.77974,0.00112,-1.77817,-1.78198,0.11005,0.00043,0.11066,0.10898,-1.56314,0.00305,-1.55857,-1.56991,-1.93837,0.00147,-1.93621,-1.94091,2.03087,0.44644,5.47260,1.00000,0.46538,0.10404,1.00000,0.24034,9.08139,1.75969,15.81035,5.53048
155,24.864137649536133,319488,-13.04310,244.84259,nan,2.54295,3.64195,18.67899,4493.25000,-5.44991,0.56487,-3.89184,-7.15088,5.84604,0.42496,7.01552,4.82253,6.46286,1.91618,10.30716,2.42252,-17.70803,1.64795,-13.14558,-21.40658,10.00202,8.37866,66.03044,2.72800,281.83213,180.61887,1416.33765,105.41910,-0.00736,0.02950,0.08810,-0.06772,7.94113,0.34758,9.04292,7.06452,2.90810,0.30198,4.13229,2.17145,13.22129,0.57281,14.52389,11.67489,-0.52411,2.43276,3.90682,-7.71350,-1.77847,0.00021,-1.77811,-1.77896,0.11052,0.00016,0.11081,0.11024,-1.56445,0.00403,-1.55846,-1.57151,-1.93733,0.00035,-1.93619,-1.93792,2.03536,0.44523,3.95614,1.00000,0.40455,0.11124,1.00000,0.18925,8.66421,1.39154,13.53471,5.56262
156,25.980210781097412,321536,-209.36065,1571.94904,nan,2.52261,3.82628,19.63115,5000.00000,1.12515,0.80692,3.95860,-1.80018,6.21076,0.78907,8.44126,4.21730,15.54352,3.45591,21.84132,7.40584,-19.09176,5.60950,-5.81346,-34.32281,12.48281,7.47065,48.56755,3.43826,271.25086,144.22941,1154.19263,102.38167,-0.00455,0.03268,0.10858,-0.07360,8.02628,0.34409,9.06316,6.99458,2.81442,0.27504,3.59576,2.09315,13.33696,0.72697,15.17678,11.41935,0.14146,1.74622,3.85532,-5.09754,-1.77723,0.00091,-1.77581,-1.77896,0.11075,0.00009,0.11096,0.11052,-1.56514,0.00318,-1.56028,-1.57148,-1.93272,0.00213,-1.92991,-1.93749,1.97680,0.36874,3.34195,1.00000,0.44229,0.10717,1.00000,0.18851,7.98237,1.72016,12.88385,3.99097
157,27.46362280845642,323584,-939.31689,1681.34816,nan,2.56308,3.70674,21.19356,5000.00000,-0.20084,0.39379,1.03463,-1.28613,3.99638,0.36020,4.97403,2.88050,8.34102,1.32181,12.03371,5.41113,-10.60608,2.12269,-6.34502,-15.27830,6.90247,2.57338,19.42326,2.46361,202.44905,80.61311,529.76257,70.64835,0.00041,0.03290,0.16147,-0.06057,7.90780,0.38314,8.89552,6.28136,2.91360,0.27067,3.93741,2.24478,13.31697,0.69124,14.85637,11.33202,-0.35255,2.00747,3.60118,-5.57082,-1.77573,0.00009,-1.77551,-1.77593,0.11198,0.00074,0.11289,0.11052,-1.56337,0.00165,-1.56082,-1.56678,-1.93163,0.00090,-1.92988,-1.93320,1.96005,0.37274,3.55699,1.00000,0.44043,0.10555,1.00000,0.15499,8.90591,1.61662,16.37349,5.01188
158,25.86991262435913,325632,-763.66371,1640.97582,nan,2.52240,4.02011,19.32722,4101.75000,0.13640,0.53242,1.47069,-1.67189,4.07442,0.40063,5.33223,2.91401,9.03120,1.52747,11.50370,5.20739,-11.21328,2.19871,-6.52059,-15.32119,9.43250,2.76440,21.79907,3.83890,288.30595,113.15688,831.12769,94.23396,-0.00233,0.03170,0.08496,-0.06960,7.92831,0.39465,8.89925,6.76545,2.84073,0.29034,3.86657,2.07334,13.02510,0.57440,14.21010,11.61996,-0.29651,2.16843,4.59537,-7.89632,-1.77411,0.00098,-1.77288,-1.77596,0.11213,0.00018,0.11272,0.11187,-1.56913,0.00062,-1.56682,-1.56993,-1.92664,0.00180,-1.92456,-1.93053,2.02264,0.38637,4.04815,1.00000,0.44692,0.10386,1.00000,0.20963,8.70266,1.70513,14.98560,4.33231
159,26.5599627494812,327680,-1037.45553,1263.81305,nan,2.58898,4.02490,19.94592,4332.25000,-1.35661,0.53720,0.35380,-2.77732,4.70488,0.42232,5.83551,3.62773,8.57975,1.91196,13.09472,3.74107,-13.78781,2.09998,-7.86983,-18.42685,10.22005,3.53482,30.57630,4.06983,340.48604,128.49437,821.56586,103.96587,-0.00084,0.03239,0.10845,-0.06696,7.87849,0.33228,8.91266,6.90461,2.77888,0.30280,3.65275,1.99335,13.02364,0.66159,14.58332,11.35257,-0.47859,2.68872,4.12813,-10.26418,-1.77057,0.00133,-1.76860,-1.77288,0.11040,0.00100,0.11229,0.10921,-1.57089,0.00101,-1.56892,-1.57247,-1.91920,0.00280,-1.91561,-1.92515,1.97426,0.35557,3.54846,1.00000,0.46522,0.10337,1.00000,0.17137,8.94245,1.72777,16.44045,5.00179
160,25.58714008331299,329728,-1030.00199,1401.60087,nan,2.50672,3.61211,19.46808,4658.00000,2.08218,0.74599,3.56141,-1.70910,5.44949,1.63315,12.96790,3.25142,17.63162,5.51344,28.07847,8.21934,-14.07985,10.96082,-3.69584,-62.41016,14.86623,21.22408,151.56973,3.94368,299.51785,144.82107,1150.11829,94.20316,-0.00295,0.03067,0.10649,-0.06309,7.86463,0.34462,8.97742,6.89758,2.82830,0.24796,3.68176,1.96266,13.14926,0.62883,14.35331,10.51447,0.00777,1.80797,4.19322,-4.76014,-1.76727,0.00063,-1.76648,-1.76861,0.10895,0.00015,0.10920,0.10857,-1.56840,0.00321,-1.56237,-1.57253,-1.91957,0.00168,-1.91674,-1.92210,2.00094,0.41142,4.69386,1.00000,0.42340,0.12842,1.00000,0.09472,8.03916,2.01047,13.93900,2.75590
161,25.25177502632141,331776,-1126.92379,1741.28126,nan,2.53158,3.72370,18.99635,4554.25000,-0.42184,0.56128,1.15891,-1.96260,4.06057,0.44126,5.50220,3.01365,8.68641,2.53543,14.16642,4.34921,-11.87818,2.41927,-6.14891,-18.37585,7.31608,2.84241,19.19580,3.35004,205.18842,78.47269,520.92566,72.60693,-0.00220,0.03030,0.09371,-0.06841,7.71370,0.35264,8.66205,6.91132,2.89526,0.29903,3.73841,2.11753,13.10441,0.71507,14.96624,11.47951,-0.50438,2.17074,3.58326,-6.98959,-1.76468,0.00095,-1.76307,-1.76647,0.10888,0.00012,0.10915,0.10871,-1.55795,0.00206,-1.55456,-1.56236,-1.92025,0.00149,-1.91722,-1.92259,2.00491,0.40079,4.19952,1.00000,0.47817,0.10228,1.00000,0.19296,8.79037,1.70305,13.59323,4.65371
162,25.538188695907593,333824,-1002.88548,1612.44659,nan,2.53835,3.77029,19.22938,4611.25000,-0.41426,0.38510,0.59083,-1.37447,4.16367,0.33533,5.12112,3.35274,9.38915,1.46589,12.15706,5.91034,-10.36376,1.64750,-6.58139,-14.07070,9.64202,2.80638,22.39605,4.98496,246.35618,95.64394,597.37939,86.57632,0.00353,0.03025,0.10242,-0.06983,7.68793,0.34401,8.98452,6.67400,2.95900,0.27544,3.88354,2.04073,13.22184,0.69981,14.66885,11.10529,-0.43258,1.65250,3.47165,-3.74908,-1.76278,0.00026,-1.76233,-1.76323,0.10788,0.00051,0.10888,0.10707,-1.55774,0.00174,-1.55476,-1.56083,-1.92148,0.00218,-1.91721,-1.92470,1.90942,0.37980,4.32345,1.00000,0.48176,0.09691,1.00000,0.15671,9.39302,1.65005,18.11672,5.48779
163,25.329972505569458,335872,-1137.64243,1876.75398,nan,2.70765,3.64235,18.97973,4438.75000,-0.48012,0.42399,0.57041,-2.00886,4.73935,0.73676,7.81271,3.28697,8.57257,1.25806,11.95989,5.70462,-16.89550,7.49583,-6.51685,-35.34091,10.55472,4.04726,40.77085,5.24534,245.14153,98.69392,770.21942,93.24403,-0.00083,0.03192,0.13439,-0.06732,7.74960,0.37833,8.66243,6.61305,2.95105,0.29574,3.93960,2.19315,13.06814,0.69642,14.66371,11.57018,-0.53937,2.24479,3.35671,-9.45927,-1.76093,0.00082,-1.75974,-1.76235,0.10800,0.00031,0.10845,0.10743,-1.55345,0.00348,-1.54893,-1.55981,-1.91818,0.00354,-1.91270,-1.92463,1.90410,0.31712,3.19553,1.00000,0.49081,0.09727,1.00000,0.25104,8.77854,1.91722,18.80924,3.57556
164,24.701547145843506,337920,-679.40347,1346.29150,nan,2.43097,3.46081,18.80962,4085.50000,0.33994,0.72621,1.94115,-2.47582,6.19552,1.17420,10.59648,3.67672,13.25796,2.11129,17.46968,7.30481,-22.26807,8.60247,-6.58050,-46.32313,15.25807,11.40078,87.92735,4.86394,323.37844,127.51415,872.54675,104.61707,-0.00828,0.02935,0.09539,-0.07538,7.54418,0.34024,8.59703,6.60317,2.91052,0.29308,3.88215,2.14149,12.93395,0.69309,14.79250,11.08446,-0.71801,2.02470,3.56422,-5.77156,-1.75777,0.00103,-1.75671,-1.75989,0.10909,0.00048,0.11000,0.10838,-1.54659,0.00160,-1.54407,-1.54903,-1.91096,0.00069,-1.90990,-1.91276,2.02719,0.49671,4.93527,1.00000,0.44784,0.11102,1.00000,0.12989,7.77003,1.96510,14.56003,3.53055
165,25.32483148574829,339968,-23.55115,1570.01026,nan,2.65339,3.52343,19.14785,4616.75000,0.33880,0.45341,1.38916,-1.22884,3.79996,0.43948,5.44361,2.70375,8.99028,2.00511,14.19942,4.97027,-11.06195,3.52434,-4.04513,-21.60555,7.65335,3.33184,22.30527,2.91794,264.55664,102.14402,625.28162,97.19511,-0.00209,0.03044,0.12030,-0.07335,7.67366,0.33572,8.64057,6.80767,2.84050,0.28464,3.98103,2.23827,12.82177,0.60353,14.72052,11.22713,-0.56057,2.50405,3.38989,-9.11396,-1.75568,0.00047,-1.75519,-1.75673,0.11051,0.00015,0.11075,0.11000,-1.54303,0.00058,-1.54191,-1.54418,-1.91051,0.00099,-1.90897,-1.91219,1.98115,0.42195,4.48856,1.00000,0.46273,0.10200,1.00000,0.14911,8.61614,1.67510,15.11557,4.05188
166,25.011627674102783,342016,-205.76315,1536.31124,nan,2.56261,3.53685,18.91195,4732.75000,-0.27356,0.40938,0.94544,-1.44266,4.14572,0.38803,5.27661,3.03814,9.04675,1.70694,12.92190,5.60483,-11.88272,2.89077,-5.59481,-17.98798,7.50706,3.03955,21.53516,2.48297,230.81364,86.72734,564.08130,87.09459,-0.00187,0.03232,0.09779,-0.07360,7.70016,0.33947,8.64882,6.86308,2.85987,0.28461,4.01290,2.26006,13.00522,0.68906,14.69866,11.33836,-0.73973,2.21946,3.91738,-8.29431,-1.75442,0.00043,-1.75381,-1.75537,0.11154,0.00047,0.11240,0.11070,-1.54251,0.00220,-1.53808,-1.54520,-1.91399,0.00197,-1.91160,-1.91868,2.01639,0.39879,3.62467,1.00000,0.45209,0.09751,1.00000,0.22530,8.74313,1.68450,14.80492,4.38856
167,25.344128847122192,344064,-272.64108,1515.00884,nan,2.60701,3.71374,19.02320,4861.25000,-1.16570,0.48689,0.56030,-2.49745,4.15558,0.35430,5.29582,3.10761,8.20926,2.45367,14.41784,3.80159,-11.55048,2.07460,-6.75622,-17.05634,8.19388,2.82698,23.49547,3.56965,256.80376,99.06600,567.58942,97.31265,-0.00527,0.03088,0.09897,-0.07571,7.62632,0.36620,8.51659,6.51388,2.75865,0.29826,3.98383,2.06747,12.79588,0.65536,14.14777,10.95623,-0.51591,2.33666,3.60723,-6.10406,-1.75350,0.00030,-1.75305,-1.75404,0.11204,0.00016,0.11244,0.11177,-1.54223,0.00278,-1.53755,-1.54595,-1.91641,0.00144,-1.91391,-1.91863,1.95227,0.36646,5.18538,1.00000,0.48280,0.09627,1.00000,0.20924,8.79034,1.52249,13.65119,5.63749
168,25.622463941574097,346112,-286.91717,1731.75677,nan,2.52994,3.83757,19.25478,4629.00000,1.33435,0.66052,3.08953,-1.14286,5.08818,0.88272,9.21084,3.39600,13.41764,2.16209,18.29140,7.80815,-14.09034,6.69931,-4.38944,-40.76107,15.87726,8.95697,77.48770,5.68830,313.04385,118.20702,776.28070,88.04605,-0.00476,0.03107,0.09940,-0.07473,7.57124,0.33654,8.52987,6.61544,2.73061,0.26065,3.69111,2.06777,12.67078,0.64372,14.39235,11.12375,-0.16247,1.81632,3.27502,-4.38733,-1.75104,0.00102,-1.74944,-1.75318,0.11166,0.00032,0.11238,0.11121,-1.54550,0.00063,-1.54403,-1.54656,-1.91602,0.00196,-1.91294,-1.91913,1.98772,0.36844,3.42668,1.00000,0.46593,0.10347,1.00000,0.24039,8.22992,1.68691,16.44810,4.01900
169,25.380398750305176,348160,-182.36362,1779.72552,nan,2.62602,3.80967,18.94449,4595.50000,-0.26036,0.41116,0.77026,-1.43098,4.00328,0.34765,5.14497,3.15044,8.76759,1.47495,11.99068,3.89466,-9.21578,1.22293,-6.33984,-11.85054,7.09410,2.29567,18.52457,3.35677,180.53881,72.39679,450.48370,69.78671,-0.00570,0.03156,0.11894,-0.07357,7.45177,0.37952,8.53744,6.49698,2.82336,0.25816,3.55998,2.10546,12.67904,0.53316,13.62484,11.04983,-0.37762,1.78240,3.07910,-7.18912,-1.74914,0.00024,-1.74867,-1.74958,0.11263,0.00055,0.11353,0.11147,-1.54016,0.00150,-1.53803,-1.54399,-1.91126,0.00183,-1.90826,-1.91438,1.94510,0.37569,4.20742,1.00000,0.48072,0.10742,1.00000,0.17527,9.10964,1.49836,13.68544,5.18687
170,25.31213402748108,350208,-216.89605,1507.93785,nan,2.53835,3.76624,19.00738,4772.25000,-1.46443,0.44523,-0.22600,-2.69351,4.25041,0.36902,5.42528,3.41983,7.94625,1.57563,11.67228,4.10730,-11.73227,1.70925,-7.48003,-15.08151,9.92128,3.19265,23.16465,5.36686,267.42793,109.14425,722.86230,95.29519,-0.00248,0.03115,0.10022,-0.08213,7.52407,0.36782,8.75408,6.41579,2.88795,0.29883,3.77073,1.87881,12.90425,0.69247,14.47954,11.30710,-1.24805,2.39656,3.92972,-6.76464,-1.74836,0.00041,-1.74763,-1.74908,0.11216,0.00071,0.11353,0.11136,-1.54173,0.00199,-1.53828,-1.54479,-1.90781,0.00065,-1.90673,-1.90907,1.93068,0.37103,3.73124,1.00000,0.49245,0.08927,1.00000,0.29436,9.08279,1.55138,14.54299,4.71098
171,25.81224036216736,352256,-262.95062,1316.82991,nan,2.91224,3.79181,19.10802,4742.00000,-1.60301,0.59840,0.17735,-3.28374,5.01972,0.44074,6.26772,3.69910,11.53406,2.64451,16.50701,5.10690,-13.72206,2.88793,-8.00358,-20.29611,11.67142,4.38326,35.46146,5.36595,322.35041,138.84520,934.21552,104.27851,-0.00796,0.03015,0.08856,-0.06635,7.50475,0.34678,8.46791,6.55170,2.82662,0.29319,4.05346,2.03705,12.45588,0.59839,14.48258,10.87930,-0.95140,2.51099,3.65186,-8.89122,-1.74599,0.00084,-1.74469,-1.74764,0.11169,0.00015,0.11196,0.11147,-1.54280,0.00108,-1.54109,-1.54466,-1.90739,0.00057,-1.90607,-1.90819,1.92040,0.36849,3.38971,1.00000,0.47050,0.10109,1.00000,0.25704,8.69477,1.66585,14.14390,4.24063
172,26.019121408462524,354304,-1409.12723,1516.78704,nan,2.57083,3.74591,19.70215,5000.00000,-1.09745,0.43732,0.48227,-2.24742,4.48144,0.42684,5.67288,3.26076,9.42192,2.32864,14.35968,4.75671,-12.62324,2.03180,-7.62538,-16.04052,10.51547,3.67457,31.34222,4.50371,252.14698,94.90689,665.47229,80.73807,-0.00761,0.03007,0.11756,-0.07260,7.51293,0.36308,8.47160,6.50279,2.90191,0.30935,3.83014,2.12535,12.62997,0.62859,13.79379,10.83269,-1.21971,2.43787,3.11859,-6.97371,-1.74385,0.00037,-1.74321,-1.74467,0.11285,0.00051,0.11359,0.11167,-1.53391,0.00354,-1.52935,-1.54103,-1.90792,0.00104,-1.90577,-1.90961,1.99157,0.43720,4.79825,1.00000,0.44278,0.11455,1.00000,0.16162,8.49950,1.59074,16.27949,4.02147
173,26.20274806022644,356352,-1744.16212,1617.32980,nan,2.59226,3.96489,19.64541,4336.50000,1.44231,0.62443,3.21396,-0.59004,4.24298,0.37723,5.34074,3.17050,11.35288,2.89480,18.22176,6.73647,-8.94457,2.13922,-3.63923,-13.51450,8.87110,2.96886,27.03828,4.54165,319.64990,131.02504,825.56030,83.47799,0.00023,0.03007,0.11871,-0.06818,7.52055,0.34520,8.37879,6.53285,2.77907,0.25809,3.51531,2.17679,12.85585,0.60893,14.58209,11.26429,-0.10408,1.52864,3.57295,-4.38381,-1.74259,0.00046,-1.74186,-1.74353,0.11454,0.00044,0.11514,0.11360,-1.52801,0.00085,-1.52595,-1.52996,-1.90924,0.00075,-1.90762,-1.91076,1.89010,0.38997,4.04717,1.00000,0.46707,0.09702,1.00000,0.21548,8.75848,1.43847,14.35155,4.84292
174,25.77870774269104,358400,-1188.98192,1458.44305,nan,2.61859,3.73798,19.42198,4558.25000,-1.82520,0.59212,-0.01902,-3.44706,5.00078,0.52975,6.30195,3.51774,7.72744,1.48816,11.21563,4.35138,-16.04718,2.19739,-11.02125,-20.16231,8.76928,4.10925,37.44130,4.02881,274.92225,129.45779,1052.05994,87.65616,-0.00764,0.03153,0.10560,-0.06947,7.42895,0.34242,8.32287,6.54676,2.88083,0.29937,3.90926,1.98781,12.55633,0.61544,14.14215,10.96929,-0.85836,2.01016,3.21721,-6.62917,-1.74212,0.00020,-1.74188,-1.74267,0.11529,0.00023,0.11576,0.11495,-1.52379,0.00140,-1.52190,-1.52655,-1.90833,0.00098,-1.90683,-1.91036,1.94421,0.35856,3.90932,1.00000,0.46914,0.10177,1.00000,0.26440,8.40780,1.65451,13.93516,5.26860
175,26.649815559387207,360448,-1129.73347,813.53847,nan,2.63504,3.91827,20.09629,4722.50000,-5.99645,0.72384,-3.92837,-8.08850,6.53808,0.62176,8.28627,5.01288,7.90350,2.80116,14.32201,2.15448,-23.65410,2.88102,-15.22316,-28.74225,15.10229,10.21294,89.24741,4.78392,333.16976,193.42507,1880.79309,110.66793,-0.00536,0.03326,0.09925,-0.07724,7.35286,0.35444,8.49480,6.14377,2.88295,0.30618,3.83196,2.16039,12.65687,0.59992,13.91472,10.99796,-1.07666,2.21967,3.08138,-6.12259,-1.74140,0.00071,-1.74029,-1.74260,0.11372,0.00073,0.11537,0.11258,-1.52938,0.00328,-1.52258,-1.53309,-1.90560,0.00080,-1.90355,-1.90678,1.89991,0.36155,3.40078,1.00000,0.48310,0.09616,1.00000,0.26647,8.81190,1.60177,15.68024,4.85090
176,26.60669183731079,362496,-1386.38333,1984.75449,nan,2.69711,3.95286,19.95653,4518.25000,1.58295,0.45134,2.92030,0.25970,3.68504,0.59554,6.43217,2.65776,10.47224,1.50826,12.90749,6.13515,-8.44205,4.95948,-2.92757,-32.86029,7.54107,4.09635,36.91499,3.44152,164.72159,61.03230,371.79840,73.12763,-0.00701,0.03199,0.10598,-0.07543,7.26186,0.34906,8.31839,6.31550,2.86573,0.30558,3.77933,2.06944,12.59267,0.69284,14.86383,10.98921,-1.03032,2.16112,3.91248,-6.88543,-1.73861,0.00083,-1.73746,-1.74028,0.11254,0.00010,0.11273,0.11235,-1.53193,0.00035,-1.53111,-1.53291,-1.90243,0.00043,-1.90130,-1.90349,1.93452,0.36142,3.46236,1.00000,0.48153,0.10392,1.00000,0.21529,8.52652,1.77548,14.50819,3.85596
177,26.62345004081726,364544,-1545.36482,2011.82071,nan,2.58200,3.82710,20.21420,4739.75000,0.34016,0.38838,1.34048,-0.81752,3.15366,0.30390,3.96092,2.36458,7.23463,1.18088,9.77784,4.39644,-8.40991,1.56317,-3.49076,-10.23070,5.20627,1.71096,12.13260,2.39125,158.29376,63.42274,387.54968,54.64184,-0.00562,0.03245,0.11107,-0.07049,7.29848,0.34079,8.08208,6.09179,2.86210,0.28754,3.76022,2.18180,12.70951,0.90955,15.14062,10.88010,-1.13705,2.25069,3.83785,-8.66176,-1.73724,0.00022,-1.73683,-1.73759,0.11272,0.00029,0.11328,0.11223,-1.52739,0.00298,-1.52319,-1.53211,-1.90199,0.00137,-1.89961,-1.90472,1.92313,0.31578,3.40535,1.00000,0.46072,0.09300,1.00000,0.26455,8.60142,1.62659,15.20573,5.02959
178,26.30454134941101,366592,-1163.31326,1798.78009,nan,2.52397,4.09616,19.68418,4155.75000,-0.82623,0.41944,0.40719,-1.87975,4.23112,0.40088,5.49964,2.95391,8.58780,1.80728,13.03457,4.07346,-12.03144,2.96059,-6.00514,-17.53805,8.95737,3.31236,24.64861,3.87140,213.97741,79.62393,680.26318,83.16817,-0.00196,0.02946,0.11740,-0.05755,7.36380,0.36709,8.38532,6.21312,2.83223,0.30437,3.82296,2.00973,12.54735,0.67730,14.39640,10.95128,-1.03535,2.12086,3.06709,-8.32990,-1.73697,0.00022,-1.73644,-1.73728,0.11280,0.00050,0.11340,0.11196,-1.52305,0.00057,-1.52238,-1.52473,-1.90559,0.00045,-1.90463,-1.90638,1.85442,0.34205,3.33738,1.00000,0.48176,0.10368,1.00000,0.24276,8.92122,1.45906,13.65845,5.07983
